param n:= 102; 
param m:= 4; 
param t_max:= 85.0; 
param: utility:= 
32  34.0 43.83 67.05 17.46 62.24 29.97 27.8 29.02 47.13 36.62 25.0 50.7 59.68 51.48 42.95 31.24 52.92 21.93 10.3 15.52 37.16 44.28 62.3 55.01 32.65 21.93 50.01 59.84 40.26 29.0 32.56 10.3 0.0 24.76 33.11 70.68 60.01 42.45 25.06 38.05 45.65 43.01 50.54 15.56 28.16 14.56 71.55 22.02 54.34 59.67 30.41 31.62 30.41 29.73 38.28 35.17 48.1 46.1 43.97 49.03 53.76 20.88 52.0 40.26 24.21 36.07 64.2 49.2 10.77 45.34 57.45 39.62 28.28 34.21 51.24 44.28 62.39 58.05 67.08 39.12 17.8 27.2 53.85 59.77 57.08 39.36 8.0 21.54 22.09 13.15 52.77 57.07 31.06 38.28 44.94 19.24 4.47 53.85 48.76 50.6 45.54 34.0 
33  24.76 43.91 47.04 22.0 40.61 45.18 40.0 49.65 42.52 13.34 2.83 47.63 59.64 42.2 36.8 7.28 32.06 8.25 24.35 35.47 17.26 35.47 56.64 53.6 35.11 38.83 32.98 42.76 23.41 21.63 19.21 15.26 24.76 0.0 12.37 67.18 56.64 49.04 7.81 26.4 23.35 31.06 49.65 29.61 26.57 21.38 49.04 16.49 36.5 41.19 10.77 9.0 5.66 38.33 41.79 31.91 44.82 39.6 39.82 41.77 48.8 12.37 39.36 35.61 33.06 43.93 52.33 52.8 15.26 20.81 34.18 14.87 16.4 51.62 45.97 29.97 46.32 49.41 57.45 51.16 7.21 27.51 30.68 40.0 45.18 40.25 31.06 45.49 16.76 16.49 36.14 39.62 8.0 15.3 46.96 27.0 26.63 50.33 43.14 46.01 42.01 24.76 
34  36.06 55.9 50.99 34.13 43.29 57.01 52.09 60.42 53.82 18.36 10.05 59.08 71.34 52.33 48.01 14.14 36.4 11.18 35.36 46.1 25.0 46.1 67.27 65.19 47.43 50.25 40.31 49.24 32.02 33.54 30.0 25.5 33.11 12.37 0.0 78.1 67.8 61.4 19.7 36.88 27.2 41.01 61.4 41.11 22.2 24.08 50.04 15.26 42.95 46.82 20.62 16.97 10.63 50.64 54.08 43.83 56.3 50.61 51.31 52.5 59.82 24.74 48.41 47.17 45.28 56.29 61.03 65.0 22.36 20.0 35.0 13.04 10.2 63.2 57.01 39.05 53.23 59.41 66.84 63.39 16.28 39.85 32.06 44.64 54.2 52.39 40.5 54.63 29.12 28.02 43.42 46.1 5.0 20.12 59.09 39.12 36.06 61.61 54.2 57.2 53.54 36.06 
35  42.43 26.93 50.0 53.71 55.44 51.09 47.68 63.01 24.84 61.29 70.01 20.25 13.04 26.42 30.41 64.03 52.2 74.33 60.42 61.85 54.08 32.02 11.18 15.81 38.08 55.9 42.72 40.31 47.17 46.1 48.17 65.19 70.68 67.18 78.1 0.0 10.82 33.02 59.4 41.23 57.27 37.44 20.25 56.3 91.83 80.99 62.0 81.69 43.42 44.41 57.49 61.22 67.48 43.17 33.24 36.62 23.02 27.59 27.8 25.61 18.38 56.85 32.31 32.02 47.43 38.33 25.0 25.0 72.11 67.08 61.85 69.64 83.45 55.08 21.21 40.31 37.05 20.25 18.11 43.1 68.88 43.91 60.73 48.51 27.89 31.38 67.68 72.69 52.8 60.21 40.8 41.77 73.11 60.21 26.68 51.48 67.23 17.2 24.04 21.26 25.81 42.43 
36  31.89 16.49 44.91 42.94 49.04 42.11 38.05 54.23 14.14 51.48 59.46 9.43 8.06 17.46 19.85 53.82 44.41 63.66 49.77 51.79 44.29 21.95 5.66 6.08 27.51 46.17 34.53 34.23 37.58 35.38 37.8 54.38 60.01 56.64 67.8 10.82 0.0 24.52 48.84 31.06 48.38 27.73 10.05 45.88 81.06 70.18 56.72 70.94 36.06 38.12 47.2 51.04 57.2 33.24 23.19 25.81 12.21 17.2 17.03 15.65 8.06 46.1 24.19 21.26 37.11 29.02 21.02 17.09 61.29 57.94 54.33 59.94 72.84 46.87 10.82 31.02 31.78 13.15 16.28 35.17 58.14 33.12 52.77 42.05 21.1 20.88 57.28 63.13 42.01 49.4 33.14 35.01 62.8 50.54 17.0 40.85 56.65 6.4 13.6 10.63 15.0 31.89 
37  29.15 12.04 59.08 28.65 59.93 18.11 15.65 30.0 20.52 50.01 51.55 18.87 20.1 29.73 22.83 49.5 52.2 53.71 32.56 30.41 44.1 27.29 29.41 18.44 14.14 23.77 42.95 48.01 39.81 29.07 35.01 40.5 42.45 49.04 61.4 33.02 24.52 0.0 41.98 31.78 51.79 32.31 15.23 26.91 68.24 55.44 69.35 59.17 46.53 50.77 43.19 47.27 51.97 12.73 8.06 20.22 18.44 23.6 19.42 25.5 23.32 36.69 35.81 20.62 18.44 6.4 40.8 8.06 47.43 59.08 61.68 58.14 63.07 22.36 22.8 36.4 47.51 31.62 38.91 10.77 47.42 21.59 58.94 53.71 36.77 11.7 37.44 40.02 32.28 35.85 43.42 47.17 56.75 50.01 8.6 24.41 38.29 21.02 22.63 21.4 18.44 29.15 
38  16.97 36.24 42.76 16.76 37.34 40.02 34.37 46.07 34.71 12.04 10.63 39.82 51.87 34.67 29.0 8.25 28.16 15.26 21.4 32.45 12.37 27.8 48.92 45.8 27.89 34.54 27.07 37.05 17.12 13.89 11.66 14.76 25.06 7.81 19.7 59.4 48.84 41.98 0.0 18.87 20.59 23.71 41.88 25.5 33.54 26.08 46.52 23.26 31.0 36.06 5.39 7.21 10.05 32.0 34.48 24.19 37.01 31.83 32.02 34.06 41.01 6.32 32.31 27.8 27.17 37.22 45.31 45.31 18.11 21.63 32.45 17.72 24.08 46.84 38.18 23.09 40.31 41.88 50.12 45.01 11.18 20.4 28.84 35.51 38.08 32.7 29.73 43.86 10.0 13.45 30.15 34.01 14.87 13.45 39.4 21.59 25.61 42.52 35.36 38.21 34.21 16.97 
39  4.47 22.02 31.62 21.84 29.83 38.29 31.89 48.27 17.46 20.62 29.21 22.85 35.47 15.81 11.7 22.8 21.1 34.13 29.83 38.01 13.6 9.22 30.41 29.15 19.24 36.4 13.6 22.47 8.06 9.22 7.21 29.15 38.05 26.4 36.88 41.23 31.06 31.78 18.87 0.0 20.1 5.1 25.96 29.97 52.35 43.68 39.7 42.06 18.03 23.32 16.28 20.0 26.25 27.2 23.77 11.7 20.25 13.89 15.52 15.62 23.02 18.44 14.14 12.04 25.5 29.55 26.93 32.02 34.93 28.28 30.08 29.15 42.8 45.45 20.25 6.71 24.52 23.02 31.3 38.91 29.55 15.62 27.2 24.84 19.65 20.22 39.29 50.99 16.0 25.0 15.65 20.12 31.89 19.92 26.0 23.71 36.5 25.06 17.49 20.59 17.72 4.47 
40  22.8 42.01 24.08 34.71 17.26 55.95 49.65 64.2 36.35 10.05 25.08 41.59 54.13 31.02 31.06 16.12 9.22 31.06 41.11 51.62 9.22 27.29 46.1 47.85 38.6 52.2 15.0 22.47 12.04 24.6 17.89 35.36 45.65 23.35 27.2 57.27 48.38 51.79 20.59 20.1 0.0 21.21 45.28 43.93 48.26 44.72 26.0 39.0 16.4 19.7 15.26 14.56 19.0 45.69 43.74 31.58 39.32 32.39 35.06 32.98 40.52 25.61 25.06 32.02 42.54 49.04 36.12 52.01 37.95 10.0 12.04 14.76 36.5 63.13 38.08 17.46 26.63 37.12 42.8 58.19 30.08 33.11 8.49 17.46 30.23 40.31 50.0 63.78 26.91 33.6 17.69 19.42 23.35 8.06 46.04 38.6 46.04 43.17 35.69 38.83 37.12 22.8 
41  9.06 21.38 28.32 26.48 27.78 41.04 34.71 51.61 15.13 23.85 33.84 20.4 32.98 11.31 10.05 26.87 19.92 38.95 34.53 42.15 16.64 6.08 26.4 26.68 21.26 39.96 10.82 18.36 9.85 14.04 12.08 34.23 43.01 31.06 41.01 37.44 27.73 32.31 23.71 5.1 21.21 0.0 24.08 34.18 57.25 48.76 37.44 46.96 14.87 19.85 20.62 24.04 30.41 29.7 24.6 13.45 18.11 11.18 14.04 12.08 19.7 23.54 9.06 11.7 28.84 31.06 21.84 31.26 40.02 30.36 29.61 32.25 47.43 48.08 17.09 4.12 19.92 18.44 26.42 40.5 34.54 19.24 27.17 22.02 14.56 20.62 43.93 55.15 21.02 30.02 12.04 16.4 36.07 22.83 25.5 27.86 41.3 22.14 14.56 17.72 16.0 9.06 
42  25.5 6.71 47.01 33.84 49.48 32.25 28.02 44.41 9.0 46.49 52.43 4.47 10.0 17.09 14.32 47.85 43.19 56.08 40.25 41.77 39.56 18.03 14.32 4.47 17.89 36.12 33.24 35.85 33.54 28.02 31.78 45.61 50.54 49.65 61.4 20.25 10.05 15.23 41.88 25.96 45.28 24.08 0.0 36.06 72.86 61.4 58.19 62.94 35.9 39.22 41.15 45.19 51.0 23.19 13.15 17.8 6.0 13.0 10.44 13.34 8.49 38.29 24.04 14.32 27.2 19.1 26.17 9.22 52.63 54.13 53.15 55.03 65.44 37.36 8.94 28.02 34.48 16.97 23.71 26.0 50.25 24.21 51.01 42.72 23.32 11.18 47.43 53.08 33.97 40.61 32.76 35.74 56.44 45.88 7.07 31.3 47.01 5.83 10.2 7.62 8.25 25.5 
43  25.5 29.41 61.4 9.22 58.41 16.12 12.53 20.59 34.13 37.22 31.26 36.88 44.72 40.2 31.06 33.62 49.04 31.06 6.32 8.06 34.71 33.54 48.84 40.5 18.44 9.22 43.42 52.39 35.0 21.1 27.02 16.12 15.56 29.61 41.11 56.3 45.88 26.91 25.5 29.97 43.93 34.18 36.06 0.0 42.49 29.15 68.25 34.48 47.89 53.24 29.68 32.65 34.48 14.21 23.26 23.09 34.53 34.01 31.06 37.01 40.45 19.24 42.45 28.02 8.94 20.52 53.34 33.84 22.14 47.01 55.9 43.08 39.62 22.09 38.21 36.67 54.08 46.0 55.01 24.17 25.0 15.3 52.4 54.38 46.69 25.0 11.4 21.02 17.03 13.15 45.62 50.09 37.48 38.28 29.97 6.32 11.4 40.02 36.06 37.34 32.25 25.5 
44  49.93 66.47 72.34 39.82 65.03 57.94 55.01 56.72 67.01 38.47 24.04 71.7 82.73 68.1 61.61 32.76 57.43 18.38 36.24 43.68 43.68 61.06 81.84 77.16 55.97 49.98 59.48 69.12 49.98 45.8 45.18 27.8 28.16 26.57 22.2 91.83 81.06 68.24 33.54 52.35 48.26 57.25 72.86 42.49 0.0 13.6 72.17 10.3 62.82 67.27 37.34 35.17 29.43 55.76 62.48 55.32 68.88 64.64 64.03 67.12 73.6 35.0 65.8 59.82 49.93 62.13 78.79 73.88 20.81 42.11 57.08 35.06 12.04 62.36 70.8 56.46 72.8 75.29 83.65 66.64 23.02 48.8 54.01 65.62 71.59 62.24 35.9 47.0 39.05 32.65 62.64 65.97 25.02 40.45 68.68 43.83 32.57 74.65 68.01 70.6 66.07 49.93 
45  40.5 54.82 68.26 27.66 61.98 44.38 41.68 43.29 56.44 34.71 19.92 60.75 71.06 58.87 51.43 28.64 53.34 14.32 23.02 30.08 38.01 51.62 71.59 65.8 43.93 36.4 53.15 63.13 43.19 35.85 36.88 15.81 14.56 21.38 24.08 80.99 70.18 55.44 26.08 43.68 44.72 48.76 61.4 29.15 13.6 0.0 70.34 9.43 57.04 62.0 31.0 30.27 26.25 42.8 50.21 44.42 57.98 54.56 53.34 57.27 63.13 25.3 57.72 49.24 37.01 49.2 70.6 61.52 8.94 41.23 55.36 34.44 16.12 48.76 60.42 48.84 66.37 65.92 74.67 53.24 15.0 37.2 51.92 61.13 63.32 50.45 22.36 34.23 28.64 20.81 56.22 60.07 24.19 36.67 56.64 31.14 18.97 63.81 57.71 60.03 55.23 40.5 
46  43.86 57.7 12.0 59.2 9.9 77.99 71.59 87.69 49.77 35.74 50.45 53.76 64.33 41.11 46.53 41.76 19.21 56.29 66.29 76.22 34.48 42.06 52.24 58.94 58.6 75.69 26.63 22.56 33.3 47.42 41.23 61.27 71.55 49.04 50.04 62.0 56.72 69.35 46.52 39.7 26.0 37.44 58.19 68.25 72.17 70.34 0.0 63.79 22.83 18.97 41.15 40.5 44.15 66.84 61.91 50.8 52.55 46.1 50.09 44.94 50.7 51.11 34.18 48.88 65.07 68.51 37.0 66.85 63.91 30.07 15.13 37.12 60.13 85.15 49.34 33.6 25.08 43.57 44.05 77.94 55.97 55.17 18.44 15.65 35.69 57.8 75.47 88.81 51.61 59.17 25.94 22.47 47.38 33.84 61.74 62.37 71.69 53.85 48.1 50.6 51.48 43.86 
47  39.66 56.64 63.03 30.53 56.08 50.45 46.82 51.0 56.85 29.02 14.14 61.62 72.86 57.8 51.4 23.09 48.04 8.25 28.16 37.12 33.73 50.77 71.61 67.18 46.4 42.76 49.48 59.23 39.85 35.61 34.89 18.79 22.02 16.49 15.26 81.69 70.94 59.17 23.26 42.06 39.0 46.96 62.94 34.48 10.3 9.43 63.79 0.0 52.95 57.56 27.2 25.32 20.0 46.96 53.01 45.28 58.8 54.41 53.91 56.86 63.41 24.84 55.54 49.68 41.15 53.24 68.54 64.4 12.37 33.96 48.66 26.93 6.71 55.58 60.61 46.24 62.82 65.0 73.36 58.52 12.81 39.05 45.4 56.14 61.33 52.5 30.02 42.95 29.0 23.32 52.63 56.09 16.49 31.02 59.03 34.89 26.02 64.54 57.8 60.44 55.97 39.66 
48  22.47 34.93 13.6 39.4 13.6 55.87 49.52 66.22 27.2 24.7 38.83 31.58 43.05 19.1 23.71 30.08 8.94 44.72 47.17 55.95 19.24 19.24 32.56 37.22 36.12 54.41 4.47 6.32 14.14 26.83 21.84 44.55 54.34 36.5 42.95 43.42 36.06 46.53 31.0 18.03 16.4 14.87 35.9 47.89 62.82 57.04 22.83 52.95 0.0 5.39 26.08 27.66 33.53 44.55 39.12 28.32 30.08 23.41 27.31 22.56 29.07 33.54 12.04 26.08 43.42 45.8 20.25 44.27 49.04 26.17 18.44 31.06 51.55 62.94 27.29 11.4 10.3 23.35 27.29 55.22 42.05 33.6 17.46 7.21 15.52 34.99 56.65 68.88 32.57 41.23 3.16 3.16 38.63 22.85 39.0 41.68 53.45 32.14 25.71 28.44 28.79 22.47 
49  27.78 38.95 8.49 44.78 11.05 60.88 54.56 71.4 30.87 28.86 43.42 34.79 45.54 22.14 28.02 34.53 10.82 49.37 52.55 61.29 24.02 23.6 34.01 40.02 41.01 59.64 9.85 4.12 19.42 32.2 27.2 49.82 59.67 41.19 46.82 44.41 38.12 50.77 36.06 23.32 19.7 19.85 39.22 53.24 67.27 62.0 18.97 57.56 5.39 0.0 31.0 32.25 37.85 49.52 43.6 33.24 33.62 27.29 31.38 26.0 31.78 38.83 15.23 30.61 48.6 50.45 19.92 47.93 54.15 28.84 18.36 34.44 55.79 67.9 30.36 16.64 8.06 25.02 27.2 59.82 47.0 38.83 18.44 4.12 17.03 39.41 62.03 74.24 37.95 46.57 7.81 3.61 42.72 26.93 42.94 47.01 58.82 34.93 29.15 31.62 32.65 27.78 
50  15.65 36.06 37.48 20.59 31.95 43.32 37.36 50.25 33.29 7.62 13.42 38.59 51.0 31.89 27.46 6.71 22.8 18.97 26.17 37.01 7.07 25.5 46.69 44.78 29.07 38.47 22.36 32.25 12.65 14.14 9.43 20.12 30.41 10.77 20.62 57.49 47.2 43.19 5.39 16.28 15.26 20.62 41.15 29.68 37.34 31.0 41.15 27.2 26.08 31.0 0.0 4.12 10.0 34.37 35.36 24.04 35.85 30.0 30.89 31.89 39.2 10.63 28.65 26.83 30.08 39.01 41.59 45.61 23.35 17.46 27.2 15.0 26.93 50.33 36.4 19.24 35.69 39.05 46.87 47.38 16.0 22.02 23.6 30.27 34.48 32.98 34.83 48.8 13.0 18.44 25.5 29.15 15.62 8.6 39.56 25.08 30.81 41.05 33.6 36.62 33.12 15.65 
51  19.7 40.16 38.05 23.77 31.78 46.84 41.0 53.24 37.22 5.0 11.18 42.54 55.01 35.36 31.38 2.83 23.09 17.12 28.6 39.66 8.54 29.21 50.33 48.76 33.14 41.63 24.35 33.96 15.26 18.25 13.42 21.4 31.62 9.0 16.97 61.22 51.04 47.27 7.21 20.0 14.56 24.04 45.19 32.65 35.17 30.27 40.5 25.32 27.66 32.25 4.12 0.0 6.4 38.21 39.46 28.16 39.82 33.84 34.89 35.61 43.01 13.42 31.62 30.87 33.73 43.0 44.42 49.73 23.41 14.42 25.94 11.05 24.17 53.76 40.22 22.2 37.64 42.45 50.0 51.24 15.52 26.0 22.36 31.0 37.44 37.11 36.77 50.99 16.49 20.62 27.51 30.81 12.04 6.71 43.68 28.46 32.56 44.94 37.44 40.5 37.12 19.7 
52  25.55 45.69 43.05 26.31 36.12 49.65 44.18 54.78 43.27 9.06 6.32 48.55 60.9 41.73 37.44 3.61 28.07 12.17 29.55 40.72 14.76 35.47 56.64 54.71 37.85 43.68 30.46 39.85 21.63 23.41 19.42 20.81 30.41 5.66 10.63 67.48 57.2 51.97 10.05 26.25 19.0 30.41 51.0 34.48 29.43 26.25 44.15 20.0 33.53 37.85 10.0 6.4 0.0 42.01 44.38 33.62 45.79 40.0 40.82 41.87 49.2 16.03 38.01 36.72 37.05 47.27 50.77 55.03 20.81 15.26 29.12 9.22 18.03 56.29 46.4 28.6 43.66 48.84 56.4 55.0 12.81 30.41 25.71 36.22 43.83 42.38 36.62 51.04 20.02 21.54 33.62 36.69 5.66 11.05 49.04 31.26 32.2 51.04 43.6 46.62 43.05 25.55 
53  23.32 17.0 58.0 16.76 57.01 11.4 5.39 22.85 23.77 41.77 40.61 25.02 31.02 31.78 22.83 40.05 48.26 42.06 19.85 18.68 37.0 26.63 37.0 27.46 8.6 13.0 40.36 47.63 34.48 21.19 27.86 28.18 29.73 38.33 50.64 43.17 33.24 12.73 32.0 27.2 45.69 29.7 23.19 14.21 55.76 42.8 66.84 46.96 44.55 49.52 34.37 38.21 42.01 0.0 10.05 16.28 23.19 25.08 21.19 27.86 29.15 26.08 36.06 19.72 5.83 6.4 44.6 19.72 34.99 51.42 56.82 49.25 51.26 18.38 27.46 33.3 48.26 36.14 44.72 13.04 35.74 12.65 53.67 51.66 38.91 13.15 25.06 30.0 22.0 23.77 41.73 46.01 46.27 42.2 16.49 12.08 25.61 28.0 25.96 26.31 21.59 23.32 
54  21.1 7.07 52.01 22.67 52.35 19.92 15.03 32.02 14.76 42.05 44.38 15.13 21.47 23.6 15.62 41.77 44.38 47.01 28.02 28.64 36.06 20.0 27.02 17.46 6.71 23.02 35.36 41.11 31.78 21.21 27.0 34.71 38.28 41.79 54.08 33.24 23.19 8.06 34.48 23.77 43.74 24.6 13.15 23.26 62.48 50.21 61.91 53.01 39.12 43.6 35.36 39.46 44.38 10.05 0.0 12.17 13.6 17.03 12.81 19.42 19.42 29.55 29.0 13.04 14.32 7.21 35.78 11.4 41.77 51.04 53.76 50.25 56.44 25.94 18.03 28.64 41.04 26.93 35.17 16.28 40.82 14.32 50.96 46.32 30.81 4.24 34.54 40.01 25.08 29.83 36.06 40.0 49.34 42.0 6.71 19.21 34.48 18.03 17.0 16.76 12.53 21.1 
55  9.0 12.08 41.73 17.72 41.05 27.66 21.4 38.59 12.08 30.27 34.67 16.4 27.8 17.12 8.0 30.68 32.65 38.29 25.32 30.59 24.0 10.77 27.31 21.93 7.81 27.31 24.21 31.4 19.65 10.3 15.13 28.65 35.17 31.91 43.83 36.62 25.81 20.22 24.19 11.7 31.58 13.45 17.8 23.09 55.32 44.42 50.8 45.28 28.32 33.24 24.04 28.16 33.62 16.28 12.17 0.0 13.6 11.05 8.94 14.04 18.79 20.52 20.12 5.1 16.16 17.89 30.27 21.59 35.51 39.0 41.79 38.64 47.63 34.66 16.16 17.2 32.25 23.09 32.14 27.29 32.53 8.06 38.9 35.47 23.77 9.06 34.01 43.42 16.28 23.71 25.46 29.73 38.91 30.07 15.52 17.0 32.39 19.42 13.6 15.65 10.82 9.0 
56  20.25 6.71 41.59 30.87 43.68 33.53 28.44 45.61 3.0 40.85 47.63 2.83 15.23 11.66 8.54 42.54 37.22 51.62 37.95 41.05 33.84 12.04 14.32 8.94 16.12 36.12 27.29 30.41 27.66 23.35 26.42 42.19 48.1 44.82 56.3 23.02 12.21 18.44 37.01 20.25 39.32 18.11 6.0 34.53 68.88 57.98 52.55 58.8 30.08 33.62 35.85 39.82 45.79 23.19 13.6 13.6 0.0 7.0 5.0 7.62 6.0 33.97 18.38 9.22 26.08 20.62 22.47 14.32 49.09 48.27 47.17 49.4 60.88 39.4 4.47 22.02 29.41 13.42 21.59 28.84 46.01 21.02 45.01 37.0 18.44 10.05 45.89 53.08 29.83 37.22 26.93 30.08 51.31 40.16 9.9 29.12 44.92 5.83 4.47 3.16 2.83 20.25 
57  14.87 11.66 35.51 28.64 37.0 36.24 30.46 47.93 4.0 34.44 42.43 9.22 21.84 6.71 3.16 36.62 30.27 46.86 36.35 41.3 27.31 5.1 17.2 15.52 16.76 37.36 20.4 24.41 20.88 18.87 20.62 39.0 46.1 39.6 50.61 27.59 17.2 23.6 31.83 13.89 32.39 11.18 13.0 34.01 64.64 54.56 46.1 54.41 23.41 27.29 30.0 33.84 40.0 25.08 17.03 11.05 7.0 0.0 4.24 3.0 9.22 29.68 12.21 6.0 26.48 24.21 19.65 20.88 45.62 41.48 40.2 42.95 55.9 42.72 6.4 15.03 24.04 12.04 21.1 33.24 41.62 19.1 38.01 30.46 13.89 12.81 45.04 53.94 25.94 34.18 20.25 23.71 45.61 33.62 15.65 28.02 43.42 11.18 3.61 6.71 5.39 14.87 
58  15.26 7.62 39.66 26.57 40.85 32.2 26.57 44.01 3.16 36.06 42.64 7.81 20.12 10.82 4.0 37.59 33.73 46.67 33.96 38.05 29.12 8.25 18.38 13.89 13.15 33.73 24.04 28.6 23.19 18.38 21.47 37.59 43.97 39.82 51.31 27.8 17.03 19.42 32.02 15.52 35.06 14.04 10.44 31.06 64.03 53.34 50.09 53.91 27.31 31.38 30.89 34.89 40.82 21.19 12.81 8.94 5.0 4.24 0.0 6.71 9.85 29.07 16.4 4.24 23.09 20.0 23.41 17.26 44.42 43.74 43.57 44.6 55.9 38.59 7.28 18.11 28.28 15.13 24.02 29.0 41.11 16.76 41.19 34.44 18.03 8.6 42.3 50.49 25.0 32.65 24.17 27.78 46.32 35.44 11.7 25.32 41.0 10.63 5.0 6.71 2.24 15.26 
59  17.2 13.45 34.0 31.58 36.14 38.91 33.24 50.7 5.0 35.85 44.6 9.06 21.21 4.24 6.08 38.42 30.02 49.2 39.32 44.28 28.65 6.4 14.87 15.03 19.65 40.26 20.02 22.83 21.93 21.47 22.63 41.79 49.03 41.77 52.5 25.61 15.65 25.5 34.06 15.62 32.98 12.08 13.34 37.01 67.12 57.27 44.94 56.86 22.56 26.0 31.89 35.61 41.87 27.86 19.42 14.04 7.62 3.0 6.71 0.0 7.62 32.25 10.77 9.0 29.43 26.63 16.76 21.93 48.33 42.38 40.01 44.29 58.14 45.28 5.1 15.52 22.02 9.06 18.11 35.47 44.1 22.09 38.05 29.41 11.4 15.26 48.04 56.89 28.64 37.0 19.42 22.47 47.51 34.89 17.2 31.02 46.39 10.2 3.16 6.0 7.07 17.2 
60  24.04 12.37 39.22 36.4 42.43 39.29 34.37 51.42 6.71 43.42 51.62 4.47 14.0 10.0 12.04 45.8 37.05 55.97 43.68 47.04 36.24 13.89 8.54 8.25 22.09 42.11 27.07 28.16 29.55 27.8 29.83 47.41 53.76 48.8 59.82 18.38 8.06 23.32 41.01 23.02 40.52 19.7 8.49 40.45 73.6 63.13 50.7 63.41 29.07 31.78 39.2 43.01 49.2 29.15 19.42 18.79 6.0 9.22 9.85 7.62 0.0 38.6 17.03 13.89 32.06 26.25 17.69 17.69 54.2 49.98 47.04 51.88 65.07 44.94 2.83 23.09 26.4 8.49 15.81 34.0 50.61 26.57 45.28 35.51 15.23 16.03 51.79 59.08 34.67 42.49 26.02 28.44 54.82 42.49 14.76 34.93 50.7 3.16 5.66 3.16 8.25 24.04 
61  15.23 32.2 46.17 10.44 41.59 33.73 28.16 39.82 32.02 18.03 14.87 36.8 48.27 33.62 26.63 14.56 32.2 17.8 15.56 26.4 16.64 26.4 46.87 42.45 22.85 28.23 29.27 39.2 19.42 10.82 12.0 11.05 20.88 12.37 24.74 56.85 46.1 36.69 6.32 18.44 25.61 23.54 38.29 19.24 35.0 25.3 51.11 24.84 33.54 38.83 10.63 13.42 16.03 26.08 29.55 20.52 33.97 29.68 29.07 32.25 38.6 0.0 32.56 24.84 21.02 31.58 45.35 40.71 16.49 27.78 37.64 24.04 27.2 40.52 35.81 24.02 42.01 40.72 49.4 39.01 12.04 15.23 34.06 38.9 38.08 28.3 24.41 38.21 4.47 8.06 32.14 36.35 20.22 19.21 34.99 15.3 20.59 39.7 33.02 35.61 31.14 15.23 
62  18.0 23.85 23.32 35.23 25.5 47.43 41.34 58.67 15.65 30.41 42.06 19.65 31.02 7.07 13.45 34.41 20.22 47.42 43.29 50.29 23.43 9.43 21.19 25.18 27.46 47.42 10.44 12.21 16.4 23.0 20.88 43.29 52.0 39.36 48.41 32.31 24.19 35.81 32.31 14.14 25.06 9.06 24.04 42.45 65.8 57.72 34.18 55.54 12.04 15.23 28.65 31.62 38.01 36.06 29.0 20.12 18.38 12.21 16.4 10.77 17.03 32.56 0.0 16.4 36.25 36.07 13.0 32.7 49.03 34.99 30.15 38.29 55.57 54.2 15.3 9.43 12.21 12.08 18.44 45.28 43.32 27.2 28.64 18.68 5.83 24.76 52.61 63.25 30.07 39.05 9.0 11.7 43.6 29.0 27.78 36.14 50.16 20.1 13.93 16.49 17.49 18.0 
63  11.18 10.0 39.05 22.8 39.36 31.06 25.06 42.49 7.21 32.28 38.42 12.04 24.19 12.37 3.16 33.54 31.62 42.43 30.41 35.36 25.5 7.07 22.36 18.03 11.18 31.62 22.36 28.28 20.0 14.14 17.46 33.54 40.26 35.61 47.17 32.02 21.26 20.62 27.8 12.04 32.02 11.7 14.32 28.02 59.82 49.24 48.88 49.68 26.08 30.61 26.83 30.87 36.72 19.72 13.04 5.1 9.22 6.0 4.24 9.0 13.89 24.84 16.4 0.0 20.62 19.85 25.5 20.0 40.31 40.31 41.23 40.8 51.66 37.8 11.18 15.81 28.6 18.03 27.07 29.21 36.88 13.15 38.64 33.29 19.31 8.94 39.05 48.05 20.81 28.64 23.02 27.02 42.19 31.78 14.04 22.02 37.48 14.87 8.54 10.82 6.4 11.18 
64  21.21 20.62 57.01 11.18 55.17 13.42 7.28 22.8 26.02 37.64 35.23 28.28 35.78 32.98 23.77 35.36 46.1 36.4 14.14 15.0 33.54 26.93 40.31 31.62 10.0 11.18 39.05 47.17 32.02 18.03 24.7 22.36 24.21 33.06 45.28 47.43 37.11 18.44 27.17 25.5 42.54 28.84 27.2 8.94 49.93 37.01 65.07 41.15 43.42 48.6 30.08 33.73 37.05 5.83 14.32 16.16 26.08 26.48 23.09 29.43 32.06 21.02 36.25 20.62 0.0 12.21 46.1 25.0 29.15 47.43 54.08 44.72 45.54 20.59 30.0 32.02 48.3 38.21 47.1 18.11 30.08 9.9 50.77 50.33 39.85 16.28 20.25 27.46 17.26 18.03 40.8 45.22 41.05 38.28 21.02 6.32 20.25 31.4 28.07 29.02 24.0 21.21 
